,Hour,DHI,DNI,WS,RH,T,TARGET,DHI7,DNI7,WS7,RH7,T7,TARGET7,Weekmean_T,Weekmean_TARGET,Daymean_TARGET,Sunrise,cos,GHI7
26,13.0,117.0,29.0,6.4,60.25,-4.8,12.20086765,127.57142857142856,460.71428571428567,2.1857142857142855,43.944285714285705,5.957142857142857,30.592216038571426,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.6651131013471121,433.9985359777766
27,13.5,78.0,9.0,6.5,61.64,-5.1,7.6959572760000015,104.7142857142857,401.1428571428571,2.057142857142857,44.778571428571425,5.642857142857142,24.948369447571427,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.6319666506153226,358.22319356111797
28,14.0,93.0,24.0,6.6,61.52,-5.3,9.573041066,89.7142857142857,402.14285714285717,1.9857142857142858,46.79571428571428,5.3428571428571425,22.025985798142855,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.5863583732815323,325.51411725535905
29,14.5,104.0,30.0,6.5,62.46,-5.5,10.60545116,73.71428571428572,436.71428571428567,1.8285714285714283,49.47285714285714,4.485714285714286,19.613126578999996,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.5290686396159259,304.7661187579836
30,15.0,99.0,40.0,6.5,61.5,-5.7,10.23005944,63.0,445.99999999999994,1.7,52.29285714285714,3.614285714285714,16.315377204142855,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.4610776928452368,268.6406510089756
31,15.5,68.0,22.0,6.3,63.0,-6.0,6.757492734,47.285714285714285,392.42857142857144,1.714285714285714,56.87,2.3857142857142857,11.060302292,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.3835488769193631,197.80125212821292
32,16.0,38.0,16.0,6.0,62.02,-6.3,3.754175007,29.142857142857142,308.57142857142856,1.7142857142857142,55.88999999999999,1.157142857142857,5.751444035428571,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.2978087313738455,121.03812282392946
33,16.5,10.0,5.0,6.0,62.02,-6.3,0.938543752,10.571428571428571,95.57142857142856,1.7142857142857142,55.88999999999999,1.157142857142857,1.1931925945714288,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.2053242938706267,30.194564657064177
34,17.0,0.0,0.0,5.4,61.99,-6.8,0.0,0.0,0.0,1.657142857142857,56.66142857142857,-0.12857142857142845,0.0,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.10767799877691757,0.0
35,17.5,0.0,0.0,5.1,62.46,-6.9,0.0,0.0,0.0,1.5857142857142854,57.76571428571428,-0.3857142857142857,0.0,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.0065406012744388545,0.0
36,18.0,0.0,0.0,4.9,60.98,-7.1,0.0,0.0,0.0,1.5,56.11857142857142,-0.657142857142857,0.0,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.0,0.0
37,18.5,0.0,0.0,4.7,61.45,-7.2,0.0,0.0,0.0,1.4571428571428573,57.10142857142857,-0.8714285714285714,0.0,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.0,0.0
38,19.0,0.0,0.0,4.5,59.31,-7.3,0.0,0.0,0.0,1.4142857142857141,55.75,-1.0857142857142856,0.0,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.0,0.0
39,19.5,0.0,0.0,4.3,59.77,-7.4,0.0,0.0,0.0,1.4142857142857141,56.38857142857143,-1.2428571428571429,0.0,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.0,0.0
40,20.0,0.0,0.0,4.1,57.3,-7.5,0.0,0.0,0.0,1.4428571428571426,55.37142857142857,-1.3714285714285712,0.0,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.0,0.0
41,20.5,0.0,0.0,4.0,58.2,-7.7,0.0,0.0,0.0,1.5142857142857142,55.96142857142857,-1.5,0.0,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.0,0.0
42,21.0,0.0,0.0,3.8,55.23,-7.8,0.0,0.0,0.0,1.5714285714285712,54.76571428571429,-1.5999999999999999,0.0,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.0,0.0
43,21.5,0.0,0.0,3.6,56.09,-8.0,0.0,0.0,0.0,1.6285714285714283,55.23,-1.7142857142857142,0.0,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.0,0.0
44,22.0,0.0,0.0,3.4,53.54,-8.2,0.0,0.0,0.0,1.6714285714285713,54.112857142857145,-1.8285714285714283,0.0,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.0,0.0
45,22.5,0.0,0.0,3.4,53.89,-8.3,0.0,0.0,0.0,1.714285714285714,54.357142857142854,-1.8857142857142857,0.0,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.0,0.0
46,23.0,0.0,0.0,3.4,51.96,-8.4,0.0,0.0,0.0,1.7857142857142856,53.25571428571428,-1.9428571428571426,0.0,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.0,0.0
47,23.5,0.0,0.0,3.4,51.96,-8.4,0.0,0.0,0.0,1.814285714285714,53.65857142857142,-2.0428571428571427,0.0,0.6389880952380951,7.290950650675595,3.2809462271874996,7.0,0.0,0.0
0,0.0,0.0,0.0,1.7,52.4,-10.7,0.0,0.0,0.0,1.9428571428571428,60.33428571428572,-9.0,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
1,0.5,0.0,0.0,1.7,51.58,-10.5,0.0,0.0,0.0,1.9,60.825714285714284,-9.085714285714285,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
2,1.0,0.0,0.0,1.7,49.37,-10.3,0.0,0.0,0.0,1.8714285714285714,60.58142857142857,-9.17142857142857,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
3,1.5,0.0,0.0,1.7,48.59,-10.1,0.0,0.0,0.0,1.814285714285714,60.95428571428572,-9.228571428571428,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
4,2.0,0.0,0.0,1.7,47.31,-10.0,0.0,0.0,0.0,1.7571428571428571,60.61571428571428,-9.257142857142856,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
5,2.5,0.0,0.0,1.6,46.57,-9.8,0.0,0.0,0.0,1.6857142857142857,60.981428571428566,-9.314285714285715,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
6,3.0,0.0,0.0,1.6,45.08,-9.6,0.0,0.0,0.0,1.6142857142857143,60.668571428571425,-9.357142857142858,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
7,3.5,0.0,0.0,1.6,44.38,-9.4,0.0,0.0,0.0,1.6571428571428573,60.879999999999995,-9.385714285714286,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
8,4.0,0.0,0.0,1.6,42.89,-9.2,0.0,0.0,0.0,1.7000000000000002,60.231428571428566,-9.428571428571427,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
9,4.5,0.0,0.0,1.5,42.22,-9.0,0.0,0.0,0.0,1.7999999999999996,60.49571428571428,-9.457142857142856,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
10,5.0,0.0,0.0,1.5,40.64,-8.8,0.0,0.0,0.0,1.957142857142857,59.5,-9.471428571428572,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
11,5.5,0.0,0.0,1.5,40.01,-8.6,0.0,0.0,0.0,2.128571428571428,60.004285714285714,-9.542857142857141,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
12,6.0,0.0,0.0,1.5,38.75,-8.4,0.0,0.0,0.0,2.2714285714285714,58.724285714285706,-9.614285714285714,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
13,6.5,0.0,0.0,1.4,37.9,-8.1,0.0,0.0,0.0,2.3714285714285714,59.06285714285714,-9.642857142857142,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
14,7.0,0.0,0.0,1.4,36.53,-7.7,0.0,0.0,0.0,2.457142857142857,56.35285714285714,-9.628571428571428,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0016723328129885696,0.0
15,7.5,12.0,199.0,1.3,33.56,-6.6,1.407820269,8.285714285714285,87.14285714285714,2.6142857142857148,53.342857142857135,-8.857142857142856,0.9117464418571428,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.09531435124564742,16.591679179977845
16,8.0,24.0,586.0,1.1,35.87,-5.4,7.508275754,24.571428571428566,300.2857142857143,2.7857142857142856,50.61714285714285,-8.1,5.014555606714285,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.1840061894060121,79.82585859020534
17,8.5,33.0,784.0,1.3,31.09,-3.5,15.76704987,40.285714285714285,456.99999999999994,2.9142857142857146,46.89142857142858,-6.971428571428571,11.182043404714285,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.26623030535313574,161.9529638320973
18,9.0,38.0,874.0,1.5,32.17,-1.5,23.55620557,53.28571428571428,543.2857142857142,3.0428571428571427,44.504285714285714,-5.8428571428571425,17.416399924571426,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.34057982166633166,238.31786597100844
19,9.5,43.0,932.0,1.2,29.04,-0.1,30.78213765,60.428571428571416,605.1428571428571,2.9428571428571426,41.65571428571429,-4.857142857142857,23.007044909285717,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.40578259750790013,305.9850118633521
20,10.0,47.0,971.0,1.0,25.24,1.3,37.069382,69.85714285714285,610.4285714285713,2.8571428571428568,39.61285714285714,-3.8571428571428568,27.069088590999996,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.4607229953055678,351.09562270581296
21,10.5,50.0,997.0,0.7,23.5,2.3,42.2304774,95.85714285714285,561.2857142857142,2.7714285714285714,37.61,-3.0999999999999996,30.058635727142857,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.5044609696206604,379.00387851993924
22,11.0,54.0,1013.0,0.5,21.91,3.2,46.17153193,110.57142857142856,541.0,2.7,36.348571428571425,-2.3857142857142852,32.25717814671428,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.536248151586189,400.6816785795568
23,11.5,55.0,1023.0,0.6,21.13,3.7,48.61122381,117.99999999999999,573.8571428571428,2.757142857142857,35.18285714285714,-1.9142857142857137,35.31402273285714,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.555540653705652,436.8009722765148
24,12.0,55.0,1027.0,0.7,21.65,4.2,49.54939214,131.99999999999997,549.8571428571429,2.814285714285714,34.54714285714285,-1.4428571428571426,36.02432758142857,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.562008375918893,441.0243198445455
25,12.5,54.0,1026.0,0.9,21.35,4.4,49.08006653,119.99999999999999,545.4285714285714,2.857142857142857,34.24285714285714,-1.3,34.49582847357143,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.555540653705652,423.00774512116845
26,13.0,53.0,1018.0,1.1,22.14,4.5,47.10930463,113.0,539.8571428571429,2.871428571428571,34.38142857142857,-1.1857142857142855,32.779800238571426,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.536248151586189,402.497394977744
27,13.5,52.0,1003.0,1.2,22.3,4.4,43.73099618,111.71428571428571,521.7142857142858,2.8999999999999995,34.818571428571424,-1.3571428571428572,30.51419345571428,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.5044609696206604,374.8987801506646
28,14.0,50.0,980.0,1.2,23.35,4.2,39.03891502,100.14285714285712,492.4285714285714,2.8857142857142852,35.52285714285714,-1.5,26.492061677142853,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.4607229953055678,327.01602354547026
29,14.5,46.0,946.0,0.9,24.87,3.3,33.03325483,85.57142857142856,510.1428571428571,2.7428571428571424,37.09285714285714,-2.142857142857143,23.341650705714283,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.40578259750790013,292.57852224295874
30,15.0,41.0,896.0,0.7,34.82,2.5,26.08899314,63.99999999999999,479.0,2.5857142857142854,40.78428571428571,-2.785714285714285,17.69731423942857,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.34057982166633166,227.13773457817285
31,15.5,35.0,819.0,0.6,37.66,1.4,18.39390098,47.142857142857146,413.99999999999994,2.414285714285714,44.35285714285715,-3.9571428571428564,11.878804137857143,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.26623030535313574,157.36220355905533
32,16.0,27.0,691.0,0.5,27.81,0.4,10.41706861,30.142857142857142,357.0,2.228571428571428,44.54714285714286,-5.1000000000000005,6.74392016742857,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.1840061894060121,95.83306676080346
33,16.5,17.0,362.0,0.5,27.81,0.4,3.003118878,13.428571428571427,183.0,2.228571428571428,44.54714285714286,-5.1000000000000005,1.8770316764285713,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.09531435124564742,30.871097706524907
34,17.0,0.0,0.0,0.6,28.14,-1.2,0.0,0.0,0.0,1.7428571428571429,48.267142857142844,-5.542857142857143,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0016723328129885696,0.0
35,17.5,0.0,0.0,0.9,30.29,-2.2,0.0,0.0,0.0,1.7285714285714284,49.989999999999995,-6.028571428571428,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
36,18.0,0.0,0.0,1.2,34.56,-3.2,0.0,0.0,0.0,1.6857142857142857,51.925714285714285,-6.499999999999999,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
37,18.5,0.0,0.0,1.3,36.73,-4.0,0.0,0.0,0.0,1.7285714285714284,53.00285714285713,-6.785714285714285,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
38,19.0,0.0,0.0,1.5,41.92,-4.9,0.0,0.0,0.0,1.8142857142857138,54.732857142857135,-7.114285714285715,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
39,19.5,0.0,0.0,1.5,42.88,-5.2,0.0,0.0,0.0,1.8285714285714285,55.06285714285714,-7.2,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
40,20.0,0.0,0.0,1.6,45.58,-5.4,0.0,0.0,0.0,1.8571428571428572,55.80714285714285,-7.3,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
41,20.5,0.0,0.0,1.7,45.58,-5.4,0.0,0.0,0.0,1.8285714285714283,56.14714285714285,-7.371428571428571,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
42,21.0,0.0,0.0,1.8,44.37,-5.4,0.0,0.0,0.0,1.7857142857142854,56.36142857142857,-7.457142857142856,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
43,21.5,0.0,0.0,1.7,43.65,-5.2,0.0,0.0,0.0,1.7571428571428571,56.76285714285714,-7.528571428571428,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
44,22.0,0.0,0.0,1.5,40.62,-4.9,0.0,0.0,0.0,1.6857142857142855,56.76571428571428,-7.6000000000000005,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
45,22.5,0.0,0.0,1.5,40.62,-4.9,0.0,0.0,0.0,1.6428571428571426,57.302857142857135,-7.714285714285714,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
46,23.0,0.0,0.0,1.5,39.21,-4.9,0.0,0.0,0.0,1.5999999999999996,57.08714285714285,-7.799999999999999,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
47,23.5,0.0,0.0,1.5,39.5,-5.0,0.0,0.0,0.0,1.557142857142857,57.57714285714286,-7.8999999999999995,0.0,-6.503869047619047,8.41824266329464,11.928106566479165,7.0,0.0,0.0
0,0.0,0.0,0.0,3.3,61.4,-1.4,0.0,0.0,0.0,2.242857142857143,60.41428571428571,-3.3000000000000003,0.0,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.0,0.0
1,0.5,0.0,0.0,3.3,60.95,-1.3,0.0,0.0,0.0,2.2714285714285714,60.607142857142854,-3.3428571428571434,0.0,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.0,0.0
2,1.0,0.0,0.0,3.3,59.95,-1.3,0.0,0.0,0.0,2.3,59.86857142857142,-3.442857142857143,0.0,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.0,0.0
3,1.5,0.0,0.0,3.3,59.52,-1.2,0.0,0.0,0.0,2.2857142857142856,59.82142857142857,-3.4285714285714284,0.0,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.0,0.0
4,2.0,0.0,0.0,3.4,58.27,-1.1,0.0,0.0,0.0,2.2857142857142856,58.76857142857142,-3.4285714285714284,0.0,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.0,0.0
5,2.5,0.0,0.0,3.3,57.77,-1.0,0.0,0.0,0.0,2.257142857142857,59.059999999999995,-3.4857142857142858,0.0,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.0,0.0
6,3.0,0.0,0.0,3.3,56.41,-0.8,0.0,0.0,0.0,2.242857142857143,58.128571428571426,-3.5142857142857142,0.0,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.0,0.0
7,3.5,0.0,0.0,3.2,56.41,-0.8,0.0,0.0,0.0,2.214285714285714,58.13142857142857,-3.4999999999999996,0.0,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.0,0.0
8,4.0,0.0,0.0,3.2,55.9,-0.7,0.0,0.0,0.0,2.228571428571428,57.762857142857136,-3.528571428571428,0.0,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.0,0.0
9,4.5,0.0,0.0,3.2,55.09,-0.5,0.0,0.0,0.0,2.2142857142857144,57.507142857142846,-3.457142857142857,0.0,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.0,0.0
10,5.0,0.0,0.0,3.1,55.6,-0.4,0.0,0.0,0.0,2.1714285714285713,57.702857142857134,-3.3999999999999995,0.0,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.0,0.0
11,5.5,0.0,0.0,3.0,54.8,-0.2,0.0,0.0,0.0,2.0999999999999996,57.29857142857142,-3.3,0.0,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.0,0.0
12,6.0,0.0,0.0,2.9,56.05,-0.1,0.0,0.0,0.0,2.0428571428571427,58.23428571428572,-3.214285714285714,0.0,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.0,0.0
13,6.5,0.0,0.0,2.8,55.25,0.1,0.0,0.0,0.0,2.0857142857142854,57.27571428571427,-2.9857142857142858,0.0,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.0,0.0
14,7.0,0.0,0.0,2.7,56.83,0.2,0.0,0.0,0.0,2.1285714285714286,58.277142857142856,-2.757142857142857,0.0,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.09763811760959895,0.0
15,7.5,12.0,92.0,2.6,52.5,1.3,1.407698051,12.14285714285714,143.7142857142857,2.3285714285714283,53.64999999999999,-1.5714285714285712,1.4613789818571428,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.19501872346018917,40.16983368585004
16,8.0,36.0,315.0,2.6,55.38,2.3,6.663030879,31.285714285714285,382.57142857142856,2.571428571428571,55.83428571428571,-0.4,6.743686369142856,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.2872515168003913,141.1799374273497
17,8.5,45.0,686.0,2.5,51.23,3.4,16.61045364,45.285714285714285,537.4285714285714,2.6999999999999997,51.36714285714285,0.8714285714285714,13.674842962,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.37275836896439296,245.61671200629232
18,9.0,54.0,719.0,2.4,53.84,4.6,22.99156763,58.857142857142854,589.2857142857142,2.814285714285714,53.71142857142857,2.128571428571428,19.908671179285715,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.4500762340046902,324.08063789562095
19,9.5,57.0,834.0,2.2,50.58,5.5,31.24945424,68.85714285714285,649.4285714285713,2.8,50.67285714285714,3.0428571428571427,26.26306378671428,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.5178821818138815,405.18462836084353
20,10.0,65.0,846.0,2.0,48.31,6.5,36.87958121,73.85714285714283,714.7142857142858,2.757142857142857,50.33714285714285,3.9999999999999996,32.46983920857143,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.5750160338255911,484.82931674706174
21,10.5,109.0,654.0,1.8,45.99,7.2,36.87929748,81.57142857142857,764.1428571428571,2.757142857142857,48.528571428571425,4.585714285714285,38.18062876571429,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.6205002139914022,555.7222349485729
22,11.0,150.0,512.0,1.5,45.14,7.9,36.59749456,94.57142857142857,752.8571428571429,2.742857142857143,46.998571428571424,5.171428571428571,41.33079913428571,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.6535564753780808,586.6060893203552
23,11.5,88.0,822.0,1.2,43.88,8.3,46.26278332,94.28571428571428,785.7142857142857,2.7571428571428567,46.004285714285714,5.514285714285715,44.46760247285714,-0.043154761904761925,11.088516915696426,11.909913781208333,7.0,0.6736192161883735,623.5579555765792
